અયોધાતુ,અ-યોધા-તુ
ભાઈભાંડું,ભા-ઈ-ભાંડું
વરસગાંઠ,વરસગાંઠ
સ્ટ્રીમ,સ્-ટ્રી-મ
કજક,કજક
ઇન્ડોલૉજી,ઇન્ડોલૉજી
ક્ષપાપતિ,ક્-ષ-પાપ-તિ
પોસ,પોસ
અક્ટર,અક્ટર
નીરખ,ની-રખ
તોખમ,તોખમ
પત્નીપરાયણ,પત્-ની-પ-રા-યણ
અનામિષાહારી,અ-નામિષાહા-રી
પુરુષપ્રયત્ન,પુ-રુષપ્ર-યત્-ન
અભ્રમય,અભ્રમય
કટોરી,ક-ટોરી
અનિર્મલતા,અ-નિર્-મલતા
મતવાદી,મત-વા-દી
દેખદેખે,દેખદેખે
અશ્રમણ,અશ્રમણ
અંડરગ્રાઉંડ,અંડરગ્રાઉંડ
આડબંધ,આડબંધ
ખાનાજાદ,ખાનાજાદ
પેદાવર,પેદાવર
અતથ્યાંશ,અતથ્યાંશ
ગોવાનીઝ,ગો-વા-નીઝ
અંગચાપલ્ય,અં-ગચાપ-લ્-ય
ખાવિંદ,ખાવિંદ
અનંતશ્રેણિ,અ-નં-તશ્રેણિ
શ્રીનાથજી,શ્રીનાથજી
લોભિયું,લોભિયું
વાચકવૃંદ,વા-ચકવૃંદ
ઋષિયજ્ઞ,ઋ-ષિ-યજ્-ઞ
અશક્યતા,અ-શક્ય-તા
ડિરેક્ટ,ડિરેક્ટ
સરિતા,સરિતા
આયદાય,આય-દાય
અસાવધતા,અ-સાવધ-તા
આદિત્ય,આ-દિત્-ય
મસ્તૂલ,મસ્તૂલ
ઇંતેખાબ,ઇંતેખાબ
વિઘ્નિત,વિઘ્નિત
ઝળઝળાવવું,ઝળ-ઝળાવ-વું
પૌષ,પૌષ
દરિદ્ર,દ-રિદ્ર
ધામી,ધામી
કપાળિયો,ક-પા-ળિ-યો
પજળવું,પજળ-વું
નવેંદુ,નવેંદુ
આચારાંગ,આ-ચારાંગ
બાખું,બાખું
તુંકારાવવું,તુંકા-રાવ-વું
અડબડિયું,અડ-બડિ-યું
જળાશય,જળાશય
શરપંખો,શર-પં-ખો
જગકર્ત્તા,જ-ગકર્ત્-તા
સંકીર્ત્તન,સં-કીર્-ત્-તન
અંગરાજ,અં-ગ-રાજ
વાઘમારુ,વાઘમારુ
શુબરાત,શુબ-રાત
ધખડી,ધ-ખ-ડી
ખેંગાર,ખેંગાર
અહમસ્મિતા,અ-હ-મસ્મિ-તા
ઇથિયોપિયા,ઇથિ-યોપિ-યા
અનંતબાહુ,અ-નં-તબાહુ
વિરણ,વિ-રણ
ઢિચાવું,ઢિ-ચા-વું
પૂર્ણતા,પૂર્-ણતા
મેડિસિન,મેડિસિન
રેચન,રેચન
કોટીલો,કોટીલો
વાફર,વાફર
ખણકાર,ખણ-કાર
સમશીલત્વ,સ-મ-શીલત્-વ
ઍલાઉન્સ,ઍલાઉન્સ
શાહી,શા-હી
લગ્ગુ,લગ્ગુ
વગ,વગ
પાટલાસાસુ,પાટ-લાસા-સુ
ભાયડો,ભા-ય-ડો
પાદાક્રાંત,પાદાક્રાંત
રાડો,રાડો
ધીરે,ધીરે
પૂર્વનિપાત,પૂર્-વ-નિ-પાત
શતમી,શતમી
અષ્ટાદશધાન્ય,અષ્-ટાદ-શ-ધાન્-ય
અપમાનયુક્ત,અપ-માનયુક્ત
ફિશપૉન્ડ,ફિશપૉન્ડ
તોડજોડ,તોડજોડ
ઝમોર,ઝમોર
અણુકિરણ,અણુકિરણ
છીંકારવું,છીં-કાર-વું
શિંગાળું,શિંગાળું
અસ્તાચળ,અ-સ્-તા-ચળ
વસ્તુતા,વસ્-તુતા
ભાતભાતનું,ભાત-ભાત-નું
રડબડાવવું,રડ-બ-ડાવ-વું
આકડેમાકડે,આ-ક-ડેમા-કડે
સંધૂકણું,સં-ધૂક-ણું
અષ્ટાવધાની,અષ્-ટાવ-ધા-ની
અજવું,અજ-વું
કોકરૂદાં,કોક-રૂદાં
ઉસરાવવું,ઉસ-રાવ-વું
ડમરુયંત્ર,ડમરુયં-ત્-ર
રૅલી,રૅલી
અડીખમ,અડીખમ
શેરગીર,શેરગીર
ચોભીલું,ચોભીલું
પ્રિછાવવું,પ્રિ-છાવ-વું
ધિણોજો,ધિણોજો
મનોભાર,મ-નોભાર
એલચો,એલચો
માણીગર,માણીગર
કલેક્શન,કલેક્શન
ઘાંઘું,ઘાંઘું
આલંભ,આલંભ
બુડવવું,બુડવ-વું
ઘટન,ઘટન
ઠરવવું,ઠ-ર-વ-વું
અકારી,અ-કા-રી
ઇતિ,ઇ-તિ
દનુ,દનુ
કેસવાઈ,કેસ-વાઈ
અવિવિધ,અ-વિ-વિધ
ખાણાં,ખાણાં
ધણીજોગ,ધ-ણીજોગ
રેળવું,રે-ળ-વું
ઉદરપૃષ્ઠ,ઉદરપૃષ્ઠ
અકડલકડિયું,અકડલકડિ-યું
અહિંયાંથી,અ-હિંયાંથી
નખલિયું,નખલિ-યું
બાળઉખાણો,બાળઉ-ખાણો
અલ્કર્લંઇડ,અલ્-કર્લંઇડ
સફાઈદાર,સ-ફાઈદાર
અહો,અ-હો
પોતિયાદાસ,પોતિ-યા-દાસ
નાયોબિયમ,નાયોબિ-યમ
બિહાગ,બિ-હાગ
અંગુલિમુદ્રિકા,અંગુ-લિ-મુદ્રિ-કા
લગટ,લગટ
પ્રાણનાથ,પ્રાણનાથ
તલવણી,તલવ-ણી
લાખું,લાખું
થેઈકાર,થેઈકાર
પ્રતીપગામી,પ્ર-તીપ-ગા-મી
તડફડાવું,તડ-ફ-ડા-વું
પ્રાણધારી,પ્રાણ-ધા-રી
અલ્પજલ,અલ્-પજલ
ધવડો,ધ-વ-ડો
રુબાબ,રુ-બા-બ
પારવાવવું,પાર-વાવ-વું
સોગંદ,સોગંદ
ટાઇમ,ટાઇમ
અપૂર્ણકાળ,અ-પૂર્-ણ-કાળ
વિપણિ,વિ-પણિ
મલચક્ર,મલ-ચક્-ર
ગૂ,ગૂ
અસ્થિસંચય,અ-સ્થિસં-ચ-ય
નેપ્ચૂન,નેપ્ચૂન
કસ્તૂરિકા,કસ્-તૂરિ-કા
કમજબાન,કમજબાન
વિચારપૂર્વક,વિ-ચાર-પૂર્-વક
ચાગલાઈ,ચાગલાઈ
પ્રતિપ્રકાશક,પ્ર-તિપ્ર-કાશક
ગૂઢજત્રુ,ગૂઢ-જત્-રુ
કુશાગ્રતા,કુશા-ગ્ર-તા
અશમનીય,અ-શમ-ની-ય
કદરજ,કદરજ
ભવિષ,ભ-વિ-ષ
સાંતીડું,સાંતીડું
નૌલીકર્મ,નૌલીકર્-મ
ગુમાસ્તો,ગુ-માસ્-તો
અનભિમાની,અ-નભિ-મા-ની
ઇન્વિટેશન,ઇન્વિટેશન
ખડબચડાઈ,ખડ-બચ-ડાઈ
હંમેશા,હં-મેશા
સૂપડી,સૂ-પ-ડી
ક્ષિતિધર,ક્-ષિ-તિધર
વરણાગી,વર-ણા-ગી
ગ્રામવૃત્તિ,ગ્રામવૃત્-તિ
અસંમાન,અ-સંમાન
બિડાણ,બિડાણ
અવિચલતા,અ-વિ-ચ-લ-તા
કંથડો,કંથડો
ટકટક,ટકટક
સૅન્ટિમૅન્ટ,સૅન્ટિમૅન્ટ
અનવમ,અ-નવ-મ
અતિવસ્તી,અ-તિવસ્-તી
ટૂંપિયો,ટૂં-પિ-યો
દીવાબત્તી,દી-વાબત્-તી
ફુમતિયાળું,ફુમ-તિ-યા-ળું
મવાલપક્ષ,મ-વાલ-પક્-ષ
આત્મપરીક્ષા,આત્-મ-પ-રીક્-ષા
અસંભવિત,અ-સં-ભ-વિત
બુકબાઇન્ડિંગ,બુક-બાઇન્ડિંગ
ઉદ્ગીતિ,ઉદ્ગીતિ
સીસપેન,સીસપેન
હીનવાદી,હીન-વા-દી
કાળિદાસ,કાળિદાસ
ઉણાદિ,ઉણાદિ
અમને,અ-મ-ને
મિલ,મિલ
યંત્રરચના,યં-ત્-ર-રચ-ના
પરીક્ષાર્થિની,પ-રીક્-ષા-ર્થિ-ની
ખિલવાડ,ખિલ-વાડ
સોજી,સોજી
મૂરખું,મૂ-ર-ખું
જોઈતુંકારવતું,જો-ઈતુંકાર-વ-તું
અધ્વ,અધ્વ
ધમણડવું,ધમણ-ડ-વું
બઘડાટી,બઘ-ડાટી
પ્રતિક્રાંતિ,પ્ર-તિ-ક્રાં-તિ
ધ્રૂજવવું,ધ્રૂ-જવ-વું
તૉરતરીકો,તૉરત-રીકો
પીક,પીક
અધવધરું,અધ-વધ-રું
ચખાર,ચ-ખા-ર
અગ્નિક્રીડા,અગ્-નિક્રીડા
કળબાવવું,કળ-બાવ-વું
ભેંકડો,ભેં-ક-ડો
ગાઠે,ગાઠે
અંતઃસ્રાવી,અંતઃસ્રાવી
શ્વેતાંશુક,શ્વે-તાંશુ-ક
ફોર,ફોર
બાવળી,બાવ-ળી
સાખિયું,સાખિયું
મોરિયું,મોરિયું
નભગંગા,નભગંગા
ગદ્ગદિત,ગદ્ગદિત
ડોઝરું,ડોઝરું
ઑફસ્ટમ્પ,ઑફસ્ટમ્પ
પ્રમાણિકતા,પ્ર-મા-ણિક-તા
મરદામી,મર-દામી
સ્થિતિસ્થાપક,સ્થિ-તિ-સ્થા-પક
આણીકોર,આણી-કોર
અન્વાદેશ,અન્વા-દેશ
પ્રેતલોક,પ્રેતલોક
જાસક,જા-સક
ભરમાર,ભર-માર
એકદેશીય,એકદે-શીય
એપિગ્રાફ,એપિગ્રાફ
અશોભનિક,અશોભનિક
કરવાલું,કર-વાલું
મ્લાન,મ્લાન
વાહક,વાહક
નિર્ગમન,નિર્ગમન
અર્ભકી,અર્-ભકી
વૃદ્ધાચાર,વૃદ્ધાચાર
અંસસંધિ,અં-સસં-ધિ
શ્રેયાંસનાથ,શ્રેયાંસ-નાથ
આલાપિની,આલાપિની
અર્ચિ,અર્ચિ
આદમખોર,આ-દમ-ખોર
અરબખરબ,અ-ર-બખર-બ
શેહ,શેહ
આટવું,આ-ટ-વું
કાળાંજન,કાળાંજન
વીંટણ,વીંટણ
મત્સરીકૃતા,મત્-સ-રીકૃતા
સર્વોપભોગ્ય,સર્-વો-પ-ભોગ્-ય
ડાયરશાહી,ડા-યર-શા-હી
અકંટક,અકંટક
જેથીકરીને,જેથીક-રીને
ગ્વાલન,ગ્વાલન
ખંડેર,ખંડેર
થીસિસ,થીસિસ
દેવરણ,દેવરણ
અબંધુતા,અબં-ધુ-તા
સુંદરી,સું-દ-રી
પાબન્દી,પાબન્દી
સર્વશક્તિ,સર્-વ-શક્-તિ
ઉબેટાવું,ઉ-બેટા-વું
રમણીક,રમ-ણી-ક
નરતી,નર-તી
તડિંગો,તડિંગો
ભભકાદાર,ભ-ભકાદાર
બુરાનકોટ,બુરાન-કોટ
એકમય,એકમય
ચલ,ચ-લ
ટંકારવ,ટં-કાર-વ
કુટુંબક્લેશ,કુ-ટુંબક્લેશ
તાંતો,તાંતો
ઉજ્જયની,ઉજ્જ-યની
નભોમંડળ,નભોમંડળ
સકારાંત,સ-કારાંત
આડસરિયું,આડસરિયું
ડેમૉક્રેસી,ડેમૉક્રેસી
પોલીસકમિશનર,પોલીસકમિશનર
ઘિસોડી,ઘિસોડી
અશક્તિ,અ-શક્તિ
અનશ્વર,અ-ન-શ્-વર
પાટંબર,પાટંબર
તકમરિયાં,તકમરિયાં
કુદકારો,કુદકા-રો
માહીમરાતબ,માહીમ-રાત-બ
ફોઈસાસુ,ફોઈ-સા-સુ
જદ્વાતદ્વા,જદ્વાતદ્વા
અકાલમૃત્યુ,અકાલમૃત્-યુ
અધલૂખું,અધલૂ-ખું
રાજકુમારી,રાજ-કુ-મા-રી
નાખાનાખી,નાખાનાખી
કરશણ,કરશણ
આયુર્મર્યાદા,આયુ-ર્-મર્-યા-દા
